market_date,updated_at_utc,signal,score,btc_close,btc_ret_1d,btc_vol_ratio,strc_close,strc_discount_abs,strc_discount_pct,days_from_dividend,div_window,rationale
2026-03-18,2026-03-18 00:00:00 UTC,OBSERVAR,58,71184.16,-0.037043,1.0153,99.57,0.43,0.004319,2,1 a 3 dias após dividendo,BTC caiu no dia | Queda do BTC acima do gatilho de compra | Volume do BTC acima da média | Fora do bloqueio pré-dividendo
